	Name	Intensity_Threshold	Ratio_Of_Black_Pixels	External_Contours	Internal_Contours	Max_Min_Height_Ratio	Max_Min_Width_Ratio	Contour_Slope	Slant_Angle	Max_Length_Direction_1	Max_Length_Direction_2	Max_Length_Direction_3	Max_Length_Direction_4	Max_Length_Direction_5	Max_Length_Direction_6	Max_Length_Direction_7	Max_Length_Direction_8	Number_Pixel_Direction_1_1	Number_Pixel_Direction_1_2	Number_Pixel_Direction_1_3	Number_Pixel_Direction_1_4	Number_Pixel_Direction_1_5	Number_Pixel_Direction_1_6	Number_Pixel_Direction_1_7	Number_Pixel_Direction_1_8	Number_Pixel_Direction_2_1	Number_Pixel_Direction_2_2	Number_Pixel_Direction_2_3	Number_Pixel_Direction_2_4	Number_Pixel_Direction_2_5	Number_Pixel_Direction_2_6	Number_Pixel_Direction_2_7	Number_Pixel_Direction_2_8	Number_Pixel_Direction_3_1	Number_Pixel_Direction_3_2	Number_Pixel_Direction_3_3	Number_Pixel_Direction_3_4	Number_Pixel_Direction_3_5	Number_Pixel_Direction_3_6	Number_Pixel_Direction_3_7	Number_Pixel_Direction_3_8	Gender
0	girl_11_4.jpg	230.0	0.096161222168	3.0	7.0	510.0	279.0	1.14038461144	-1.95857988166	1.0	0.337748344371	0.450331125828	0.165562913907	1.0	0.337748344371	0.450331125828	0.165562913907	0.127836316731	0.126358363959	0.122838329122	0.198491036612	0.123188023304	0.130069740896	0.171218189376	0.0	0.131404433745	0.13003193611	0.12023123698	0.159025393427	0.124957248253	0.13272585137	0.151321195539	0.0503027045754	0.135069385145	0.134217286876	0.117262529842	0.138715784348	0.127068018881	0.136457451409	0.141422876931	0.0697866665698	1.0
1	boy_47.jpg	230.0	0.14273381295	7.0	1.0	16.8888888889	4.16666666667	1.05175605581	-5.4	1.0	0.142857142857	0.548872180451	0.18045112782	1.0	0.142857142857	0.548872180451	0.18045112782	0.125678022712	0.120761523046	0.127508350033	0.205731462926	0.128590514362	0.122244488978	0.169485637943	0.0	0.127143965852	0.118655413271	0.128075281335	0.170265812961	0.130597594102	0.119693441987	0.150320139697	0.0552483507955	0.128670151191	0.115752271372	0.128135194864	0.155365348862	0.13344090925	0.116699407163	0.141263549304	0.0806731679938	0.0
2	boy_34.jpg	230.0	0.0737897939181	5.0	7.0	187.0	93.5	1.12664704641	-2.10227272727	0.661971830986	0.338028169014	1.0	0.591549295775	0.661971830986	0.338028169014	1.0	0.591549295775	0.127300793486	0.124827355859	0.123662854203	0.198362475965	0.124141292868	0.129322873882	0.172382353738	0.0	0.130996915826	0.127790404935	0.121441770921	0.158786676883	0.126631425094	0.131035548487	0.15148510389	0.051832153964	0.134215039353	0.130501198196	0.118990562073	0.139978875399	0.130302445229	0.133346204954	0.140558098332	0.0721075764631	0.0
3	girl_11_49.jpg	230.0	0.105177360459	2.0	6.0	66.0	14.25	0.801175880041	-1.77669902913	0.47619047619	0.587301587302	1.0	0.396825396825	0.47619047619	0.587301587302	1.0	0.396825396825	0.127260115607	0.126443159923	0.124793834297	0.202959537572	0.125225433526	0.124377649326	0.16894026975	0.0	0.125904486252	0.127068520732	0.12678537721	0.16628914197	0.123198892594	0.125726210701	0.15317015877	0.0518572117704	0.124332682573	0.128055838704	0.128720996527	0.149764171317	0.121326514746	0.127088336414	0.147587291166	0.0731241685527	1.0
4	boy1_8.jpg	230.0	0.173708007195	2.0	7.0	125.5	60.0	1.04034795771	-2.7875	0.552941176471	0.529411764706	1.0	0.541176470588	0.552941176471	0.529411764706	1.0	0.541176470588	0.125481464842	0.124470636425	0.125811800926	0.207186791842	0.126360158826	0.1230303711	0.167658776039	0.0	0.124160812877	0.123638075983	0.127565082903	0.173151196247	0.125137164433	0.122679004985	0.151585059229	0.0520836033421	0.12274960197	0.122936709894	0.129240545947	0.158864833236	0.123794004382	0.122201886048	0.145624396152	0.0745880223713	0.0
5	boy_43.jpg	230.0	0.118885724457	7.0	3.0	94.0	99.5	0.950413051876	-0.201550387597	0.847826086957	0.45652173913	1.0	0.20652173913	0.847826086957	0.45652173913	1.0	0.20652173913	0.129455647511	0.12862415977	0.124155884524	0.198834362979	0.124536659284	0.124528888371	0.16986439756	0.0	0.127359894197	0.130627651953	0.127525210779	0.158544111974	0.120763762605	0.127481126357	0.155750261751	0.0519479803824	0.123890304153	0.133800370542	0.132333642118	0.137775976532	0.115939092172	0.130924810869	0.152940211518	0.0723955920951	0.0
6	girl_11_65.jpg	230.0	0.102497950523	31.0	30.0	343.0	219.0	1.06852426043	-1.74863387978	0.488888888889	0.766666666667	1.0	0.266666666667	0.488888888889	0.766666666667	1.0	0.266666666667	0.129994599631	0.130421881584	0.122072080092	0.195208507658	0.121947456189	0.129199380441	0.171156094406	0.0	0.129881442052	0.134466489233	0.122655052827	0.154722155013	0.12002177595	0.133668037745	0.155008468425	0.0495765787564	0.129124369725	0.139533095267	0.124011956827	0.132952828044	0.117435033236	0.138921210662	0.149777982854	0.0682435233854	1.0
7	boy_22.jpg	230.0	0.0655943906225	16.0	12.0	271.0	93.0	1.00231243237	-1.66666666667	0.471698113208	0.452830188679	1.0	0.509433962264	0.471698113208	0.452830188679	1.0	0.509433962264	0.129948179844	0.12929236459	0.122271916056	0.195035155998	0.122744963124	0.128991334638	0.171716085751	0.0	0.130733367416	0.133686371163	0.122439013224	0.153113625785	0.12107315361	0.133632957658	0.154784705425	0.0505368057198	0.13027706011	0.138265747758	0.123524009013	0.132827625397	0.120193737239	0.138371470672	0.147787417652	0.0687529321589	0.0
8	girl_11_58.jpg	230.0	0.112756547824	18.0	14.0	274.0	169.0	0.961117239247	-1.62790697674	0.448275862069	0.586206896552	1.0	0.287356321839	0.448275862069	0.586206896552	1.0	0.287356321839	0.13003547768	0.12996674298	0.122300180296	0.196015502318	0.12245351155	0.128565612558	0.170662972617	0.0	0.130209883624	0.133865241791	0.122808418577	0.155191189389	0.12063044946	0.132812556718	0.154410750456	0.050071509986	0.129970529193	0.138982616495	0.123835353985	0.133070150283	0.118435423544	0.138042967582	0.148781812302	0.0688811466157	1.0
9	boy_31.jpg	230.0	0.19059531886	2.0	11.0	127.0	161.0	0.987051028962	-1.93103448276	0.61	0.49	1.0	0.49	0.61	0.49	1.0	0.49	0.127602712621	0.126838364838	0.123949021797	0.20111562251	0.124230908923	0.12658900315	0.169674366161	0.0	0.127765378156	0.128586903576	0.12441021018	0.163563530087	0.123432376826	0.128521472348	0.152738296898	0.050981831929	0.127592186284	0.130726991766	0.125064878383	0.145790572581	0.122561162621	0.130650317314	0.146061882181	0.0715520088706	0.0
